global_rank,global_candidate_count,canonical_key,global_priority_score,maximum_domain_score,domain_breadth_bonus,domain_count,assigned_domains,strongest_domain,domain_rankings,title,year,authors,doi,pmid,arxiv,venue,publication_type,citation_count,abstract_available,url,query_family_ids,discovery_queries,admission_state
960,1303,doi:10.3389/fdgth.2025.1667423,6.0,6.0,0.0,1,"[""camera_metamerism_and_spectral_reconstruction""]",camera_metamerism_and_spectral_reconstruction,"[{""domain"":""camera_metamerism_and_spectral_reconstruction"",""domain_candidate_count"":102,""domain_rank"":84,""domain_score"":6.0}]",Remote photoplethysmography for health assessment: a review informed by IntelliProve technology.,2025,"[""Brown A"",""Tulkens J"",""Mattelin M"",""Sanglet T"",""Dhuyvetters B.""]",10.3389/fdgth.2025.1667423,41561164,,,,0,True,https://europepmc.org/article/MED/41561164,"[""QF-006""]","[""skin reflectance spectrum recovery from camera RGB""]",UNSCREENED_NOT_ADMITTED
961,1303,doi:10.3389/fmed.2025.1581601,6.0,6.0,0.0,1,"[""fisher_information_and_cramer_rao_skin_imaging""]",fisher_information_and_cramer_rao_skin_imaging,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":71,""domain_score"":6.0}]",Correlation of dermoscopic and histopathological features in basal cell carcinoma using computerized image analysis.,2025,"[""Kaya G"",""Ataman K"",""Güleşçi S"",""Yabaci Tak A.""]",10.3389/fmed.2025.1581601,40370729,,,,0,True,https://europepmc.org/article/MED/40370729,"[""QF-008""]","[""Fisher information skin spectroscopy melanin hemoglobin""]",UNSCREENED_NOT_ADMITTED
962,1303,doi:10.3389/fmed.2025.1709891,6.0,6.0,0.0,1,"[""clinical_external_validation_and_domain_shift""]",clinical_external_validation_and_domain_shift,"[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_candidate_count"":117,""domain_rank"":79,""domain_score"":6.0}]",Prototype of a multimodal AI system for vitiligo detection and mental health monitoring.,2025,"[""Biró A"",""Iantovics LB"",""Fekete L"",""Fekete GL.""]",10.3389/fmed.2025.1709891,41282029,,,,0,True,https://europepmc.org/article/MED/41282029,"[""QF-013""]","[""patient disjoint dermatology model validation""]",UNSCREENED_NOT_ADMITTED
963,1303,doi:10.3389/fmedt.2025.1648973,6.0,6.0,0.0,1,"[""camera_metamerism_and_spectral_reconstruction""]",camera_metamerism_and_spectral_reconstruction,"[{""domain"":""camera_metamerism_and_spectral_reconstruction"",""domain_candidate_count"":102,""domain_rank"":85,""domain_score"":6.0}]",Non-invasive imaging techniques for predicting healing status of diabetic foot ulcers: a ten-year systematic review.,2025,"[""Sari NN"",""Ngo QC"",""Pah ND"",""Ogrin R"",""Ekinci E"",""Hourani A"",""Polus B"",""Kumar DK.""]",10.3389/fmedt.2025.1648973,41089884,,,,0,True,https://europepmc.org/article/MED/41089884,"[""QF-006""]","[""skin reflectance spectrum recovery from camera RGB""]",UNSCREENED_NOT_ADMITTED
964,1303,doi:10.3389/fonc.2025.1468753,6.0,6.0,0.0,1,"[""camera_spectral_sensitivity_and_observation_operators""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":82,""domain_score"":6.0}]",Advancements in real-time oncology diagnosis: harnessing AI and image fusion techniques.,2025,"[""Bagheriye L"",""Kwisthout J.""]",10.3389/fonc.2025.1468753,41383515,,,,0,True,https://europepmc.org/article/MED/41383515,"[""QF-005""]","[""camera spectral sensitivity human skin reflectance operator""]",UNSCREENED_NOT_ADMITTED
965,1303,doi:10.3389/fpls.2025.1723949,6.0,6.0,0.0,1,"[""multispectral_band_selection_and_measurement_design""]",multispectral_band_selection_and_measurement_design,"[{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_candidate_count"":116,""domain_rank"":95,""domain_score"":6.0}]","Modeling of table grape soluble solids content, titratable acidity and pH prediction during storage based on Vis-NIR spectroscopy.",2025,"[""He K"",""Su Y"",""He L"",""Hu C"",""Xing J"",""Alisher N.""]",10.3389/fpls.2025.1723949,41404148,,,,0,True,https://europepmc.org/article/MED/41404148,"[""QF-007""]","[""optimal wavelength selection skin reflectance spectroscopy""]",UNSCREENED_NOT_ADMITTED
966,1303,doi:10.3389/fpubh.2025.1667502,6.0,6.0,0.0,1,"[""skin_colorimetry_ita_and_color_measurement""]",skin_colorimetry_ita_and_color_measurement,"[{""domain"":""skin_colorimetry_ita_and_color_measurement"",""domain_candidate_count"":106,""domain_rank"":80,""domain_score"":6.0}]","Restorative effects of small urban parks: a multi-method study using eye-tracking and psychophysiological measures in Fuzhou, China.",2025,"[""Weng Y"",""Chen Q"",""Lin X"",""Chi Y"",""Li K.""]",10.3389/fpubh.2025.1667502,41368675,,,,0,True,https://europepmc.org/article/MED/41368675,"[""QF-009""]","[""individual typology angle validity skin color measurement""]",UNSCREENED_NOT_ADMITTED
967,1303,doi:10.3389/froh.2025.1760778,6.0,6.0,0.0,1,"[""spectral_reflectance_geometry_and_dimension""]",spectral_reflectance_geometry_and_dimension,"[{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_candidate_count"":115,""domain_rank"":95,""domain_score"":6.0}]",Role of optical imaging in oral cancer and oral potentially malignant disorders: implications for oral submucous fibrosis.,2025,"[""Acharya SK"",""Zainuddin NI"",""Choon YF"",""Rai M"",""Saskianti T"",""Tilakaratne WM"",""Vincent-Chong VK.""]",10.3389/froh.2025.1760778,41608315,,,,0,True,https://europepmc.org/article/MED/41608315,"[""QF-004""]","[""human skin reflectance spectra principal component analysis""]",UNSCREENED_NOT_ADMITTED
968,1303,doi:10.3390/bioengineering12101036,6.0,6.0,0.0,1,"[""capture_variability_white_balance_and_illumination""]",capture_variability_white_balance_and_illumination,"[{""domain"":""capture_variability_white_balance_and_illumination"",""domain_candidate_count"":113,""domain_rank"":76,""domain_score"":6.0}]",Self-Attention Diffusion Models for Zero-Shot Biomedical Image Segmentation: Unlocking New Frontiers in Medical Imaging.,2025,"[""Hamrani A"",""Godavarty A.""]",10.3390/bioengineering12101036,41155035,,,,0,True,https://europepmc.org/article/MED/41155035,"[""QF-010""]","[""skin photography capture variability exposure white balance""]",UNSCREENED_NOT_ADMITTED
969,1303,doi:10.3390/cancers17223696,6.0,6.0,0.0,1,"[""dermatology_dataset_duplicates_labels_and_quality""]",dermatology_dataset_duplicates_labels_and_quality,"[{""domain"":""dermatology_dataset_duplicates_labels_and_quality"",""domain_candidate_count"":93,""domain_rank"":60,""domain_score"":6.0}]",From Slide to Insight: The Emerging Alliance of Digital Pathology and AI in Melanoma Diagnostics.,2025,"[""Venturi F"",""Veronesi G"",""Gualandi A"",""Magnaterra E"",""Scotti B"",""Sotiri I"",""Baraldi C"",""Alessandrini AM"",""Veneziano L"",""Vaccari S"",""Cama EM"",""Tassone D"",""Corti B"",""Dika E.""]",10.3390/cancers17223696,41301061,,,,0,True,https://europepmc.org/article/MED/41301061,"[""QF-012""]","[""dermatology image dataset annotation noise deduplication""]",UNSCREENED_NOT_ADMITTED
970,1303,doi:10.3390/diagnostics16010107,6.0,6.0,0.0,1,"[""dermatology_dataset_duplicates_labels_and_quality""]",dermatology_dataset_duplicates_labels_and_quality,"[{""domain"":""dermatology_dataset_duplicates_labels_and_quality"",""domain_candidate_count"":93,""domain_rank"":61,""domain_score"":6.0}]",ZebraMap: A Multimodal Rare Disease Knowledge Map with Automated Data Aggregation &amp; LLM-Enriched Information Extraction Pipeline.,2025,"[""Islam MS"",""Jamal A"",""Alkhathlan A.""]",10.3390/diagnostics16010107,41515602,,,,0,True,https://europepmc.org/article/MED/41515602,"[""QF-012""]","[""dermatology dataset duplicate images label quality""]",UNSCREENED_NOT_ADMITTED
971,1303,doi:10.3390/foods14122104,6.0,6.0,0.0,1,"[""skin_colorimetry_ita_and_color_measurement""]",skin_colorimetry_ita_and_color_measurement,"[{""domain"":""skin_colorimetry_ita_and_color_measurement"",""domain_candidate_count"":106,""domain_rank"":81,""domain_score"":6.0}]",Impact of Extra-Virgin Olive Oil Storage Conditions on Phenolic Content and Wound-Healing Properties.,2025,"[""Blasi F"",""Ceccarini MR"",""Bistarelli S"",""Galli F"",""Cossignani L"",""Bartolini D"",""Ianni F.""]",10.3390/foods14122104,40565713,,,,0,True,https://europepmc.org/article/MED/40565713,"[""QF-009""]","[""colorimeter spectrophotometer skin tone agreement""]",UNSCREENED_NOT_ADMITTED
972,1303,doi:10.3390/ijms262411771,6.0,6.0,0.0,1,"[""fisher_information_and_cramer_rao_skin_imaging""]",fisher_information_and_cramer_rao_skin_imaging,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":72,""domain_score"":6.0}]",Tuning Photothermal Properties of Graphene Oxide by Heteroatom Doping for Cancer Elimination: Experimental and DFT Study.,2025,"[""Miranda A"",""Salazar M"",""Larrude DG"",""Seixas L"",""Debut A"",""González M"",""Lagos KJ"",""Campaña O"",""Rivera MR"",""Romero MP.""]",10.3390/ijms262411771,41465201,,,,0,True,https://europepmc.org/article/MED/41465201,"[""QF-008""]","[""Fisher information skin spectroscopy melanin hemoglobin""]",UNSCREENED_NOT_ADMITTED
973,1303,doi:10.3390/jimaging11070235,6.0,6.0,0.0,1,"[""dermatology_ai_fairness_and_skin_tone""]",dermatology_ai_fairness_and_skin_tone,"[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_candidate_count"":111,""domain_rank"":98,""domain_score"":6.0}]",MST-AI: Skin Color Estimation in Skin Cancer Datasets.,2025,"[""Khalkhali V"",""Lee H"",""Nguyen J"",""Zamora-Erazo S"",""Ragin C"",""Aphale A"",""Bellacosa A"",""Monk EP"",""Biswas SK.""]",10.3390/jimaging11070235,40710621,,,,0,True,https://europepmc.org/article/MED/40710621,"[""QF-011""]","[""dermatology artificial intelligence skin tone performance disparity""]",UNSCREENED_NOT_ADMITTED
974,1303,doi:10.3390/jimaging11090296,6.0,6.0,0.0,1,"[""camera_spectral_sensitivity_and_observation_operators""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":83,""domain_score"":6.0}]",Roughness Estimation and Image Rendering for Glossy Object Surface.,2025,"[""Tominaga S"",""Doi M"",""Sakai H.""]",10.3390/jimaging11090296,41003347,,,,0,True,https://europepmc.org/article/MED/41003347,"[""QF-005""]","[""camera illuminant spectral observation model skin""]",UNSCREENED_NOT_ADMITTED
975,1303,doi:10.3390/jimaging11100333,6.0,6.0,0.0,1,"[""camera_spectral_sensitivity_and_observation_operators""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":84,""domain_score"":6.0}]",Effects of Biases in Geometric and Physics-Based Imaging Attributes on Classification Performance.,2025,"[""Rouhani B"",""Tsotsos JK.""]",10.3390/jimaging11100333,41150009,,,,0,True,https://europepmc.org/article/MED/41150009,"[""QF-005""]","[""camera illuminant spectral observation model skin""]",UNSCREENED_NOT_ADMITTED
976,1303,doi:10.3390/ma19010011,6.0,6.0,0.0,1,"[""skin_reflectance_inverse_models""]",skin_reflectance_inverse_models,"[{""domain"":""skin_reflectance_inverse_models"",""domain_candidate_count"":109,""domain_rank"":97,""domain_score"":6.0}]",Research Progress in Thermal Functional Fibers.,2025,"[""Zheng H"",""Yang X"",""Wang C"",""Xu Y"",""Chen H"",""Zhang T"",""Zheng X.""]",10.3390/ma19010011,41515679,,,,0,True,https://europepmc.org/article/MED/41515679,"[""QF-002""]","[""inverse rendering human skin spectral reflectance""]",UNSCREENED_NOT_ADMITTED
977,1303,doi:10.3390/molecules30153294,6.0,6.0,0.0,1,"[""fisher_information_and_cramer_rao_skin_imaging""]",fisher_information_and_cramer_rao_skin_imaging,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":73,""domain_score"":6.0}]",New Insights into the Synergistic Bioactivities of &lt;i&gt;Zingiber officinale&lt;/i&gt; (Rosc.) and &lt;i&gt;Humulus lupulus&lt;/i&gt; (L.) Essential Oils: Targeting Tyrosinase Inhibition and Antioxidant Mechanisms.,2025,"[""Sytykiewicz H"",""Goławska S"",""Łukasik I.""]",10.3390/molecules30153294,40807468,,,,0,True,https://europepmc.org/article/MED/40807468,"[""QF-008""]","[""Fisher information skin spectroscopy melanin hemoglobin""]",UNSCREENED_NOT_ADMITTED
978,1303,doi:10.3390/molecules30193964,6.0,6.0,0.0,1,"[""camera_spectral_sensitivity_and_observation_operators""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":85,""domain_score"":6.0}]","Characterization of Bulgarian Rosehip Oil by GC-MS, UV-VIS Spectroscopy, Colorimetry, FTIR Spectroscopy, and 3D Excitation-Emission Fluorescence Spectra.",2025,"[""Nikolova K"",""Eftimov T"",""Panova N"",""Vladev V"",""Fouzar S"",""Nikolov K.""]",10.3390/molecules30193964,41097383,,,,0,True,https://europepmc.org/article/MED/41097383,"[""QF-005""]","[""camera illuminant spectral observation model skin""]",UNSCREENED_NOT_ADMITTED
979,1303,doi:10.3390/polym17243279,6.0,6.0,0.0,1,"[""skin_colorimetry_ita_and_color_measurement""]",skin_colorimetry_ita_and_color_measurement,"[{""domain"":""skin_colorimetry_ita_and_color_measurement"",""domain_candidate_count"":106,""domain_rank"":82,""domain_score"":6.0}]",Development of Mono-Material Multilayer Light Barrier Films.,2025,"[""Fuentes RA"",""Foli G"",""Di Carlo R"",""Alonso YN"",""Castillo LA"",""Minelli M.""]",10.3390/polym17243279,41470953,,,,0,True,https://europepmc.org/article/MED/41470953,"[""QF-009""]","[""colorimeter spectrophotometer skin tone agreement""]",UNSCREENED_NOT_ADMITTED
980,1303,doi:10.3390/s25041143,6.0,6.0,0.0,1,"[""camera_metamerism_and_spectral_reconstruction""]",camera_metamerism_and_spectral_reconstruction,"[{""domain"":""camera_metamerism_and_spectral_reconstruction"",""domain_candidate_count"":102,""domain_rank"":86,""domain_score"":6.0}]","Acquisition and Modeling of Material Appearance Using a Portable, Low Cost, Device.",2025,"[""Marelli D"",""Bianco S"",""Ciocca G.""]",10.3390/s25041143,40006372,,,,0,True,https://europepmc.org/article/MED/40006372,"[""QF-006""]","[""skin reflectance spectrum recovery from camera RGB""]",UNSCREENED_NOT_ADMITTED
981,1303,doi:10.3390/s25216634,6.0,6.0,0.0,1,"[""camera_metamerism_and_spectral_reconstruction""]",camera_metamerism_and_spectral_reconstruction,"[{""domain"":""camera_metamerism_and_spectral_reconstruction"",""domain_candidate_count"":102,""domain_rank"":87,""domain_score"":6.0}]",Computer Vision for Glass Waste: Technologies and Sensors.,2025,"[""Adán E"",""Adán A.""]",10.3390/s25216634,41228857,,,,0,True,https://europepmc.org/article/MED/41228857,"[""QF-006""]","[""skin reflectance spectrum recovery from camera RGB""]",UNSCREENED_NOT_ADMITTED
982,1303,doi:10.3390/sports13070236,6.0,6.0,0.0,1,"[""skin_colorimetry_ita_and_color_measurement""]",skin_colorimetry_ita_and_color_measurement,"[{""domain"":""skin_colorimetry_ita_and_color_measurement"",""domain_candidate_count"":106,""domain_rank"":83,""domain_score"":6.0}]",Relating Anthropometric Profile to Countermovement Jump Performance and External Match Load in Mexican National Team Soccer Players: An Exploratory Study.,2025,"[""Rios-Limas I"",""Herrera-Amante CA"",""Carvajal-Veitía W"",""Yáñez-Sepúlveda R"",""Ayala-Guzmán CI"",""Ortiz-Hernández L"",""López-Sagarra A"",""Lorente-Solá P"",""López-Gil JF.""]",10.3390/sports13070236,40711121,,,,0,True,https://europepmc.org/article/MED/40711121,"[""QF-009""]","[""skin color measurement body site variability ITA""]",UNSCREENED_NOT_ADMITTED
983,1303,doi:10.7554/elife.101642,6.0,6.0,0.0,1,"[""fisher_information_and_cramer_rao_skin_imaging""]",fisher_information_and_cramer_rao_skin_imaging,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":74,""domain_score"":6.0}]",Responses to membrane potential-modulating ionic solutions measured by magnetic resonance imaging of cultured cells and in vivo rat cortex.,2025,"[""Min K"",""Chung S"",""Lee SK"",""Lee J"",""Toi PT"",""Kim D"",""Lee JS"",""Park JY.""]",10.7554/elife.101642,40608052,,,,0,True,https://europepmc.org/article/MED/40608052,"[""QF-008""]","[""Cramer Rao bound skin optical parameter estimation""]",UNSCREENED_NOT_ADMITTED
984,1303,doi:10.7759/cureus.88435,6.0,6.0,0.0,1,"[""capture_variability_white_balance_and_illumination""]",capture_variability_white_balance_and_illumination,"[{""domain"":""capture_variability_white_balance_and_illumination"",""domain_candidate_count"":113,""domain_rank"":79,""domain_score"":6.0}]",Advancing Accuracy in Non-invasive Hemoglobin Estimation: A Comparative Clinical Study of the Performance of the Non-invasive Anemia Detection App (NiADA).,2025,"[""Banerjee K"",""Dolai TK"",""Sharma A"",""Chernukha I"",""Das D"",""Sharma V"",""Nandi M.""]",10.7759/cureus.88435,40842783,,,,0,True,https://europepmc.org/article/MED/40842783,"[""QF-010""]","[""skin photography capture variability exposure white balance""]",UNSCREENED_NOT_ADMITTED
985,1303,doi:10.7759/cureus.89668,6.0,6.0,0.0,1,"[""capture_variability_white_balance_and_illumination""]",capture_variability_white_balance_and_illumination,"[{""domain"":""capture_variability_white_balance_and_illumination"",""domain_candidate_count"":113,""domain_rank"":80,""domain_score"":6.0}]",More Than Just a Click: A Five-Step Guide to Mobile Medical Photography for Amateurs.,2025,"[""Jayasuriya N"",""Munasinghe BM"",""Ravihari K"",""Sirimanna S"",""Jayalath M"",""Weerasundara G.""]",10.7759/cureus.89668,40926912,,,,0,True,https://europepmc.org/article/MED/40926912,"[""QF-010""]","[""skin photography capture variability exposure white balance""]",UNSCREENED_NOT_ADMITTED
986,1303,doi:10.7759/cureus.98540,6.0,6.0,0.0,1,"[""clinical_external_validation_and_domain_shift""]",clinical_external_validation_and_domain_shift,"[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_candidate_count"":117,""domain_rank"":82,""domain_score"":6.0}]",Leveraging Machine Learning and Artificial Intelligence in Cancer Diagnostics Imaging: A Systematic Review.,2025,"[""Folasole A"",""Noah GU"",""Akangbe B"",""Omohoro MU"",""Elesho OE.""]",10.7759/cureus.98540,41492615,,,,0,True,https://europepmc.org/article/MED/41492615,"[""QF-013""]","[""dermatology AI pathology confirmed external validation""]",UNSCREENED_NOT_ADMITTED
987,1303,doi:10.1016/j.heliyon.2024.e39816,6.0,6.0,0.0,1,"[""skin_reflectance_inverse_models""]",skin_reflectance_inverse_models,"[{""domain"":""skin_reflectance_inverse_models"",""domain_candidate_count"":109,""domain_rank"":98,""domain_score"":6.0}]",Towards reliable hyperspectral imaging biomarkers of CT26 murine tumor model.,2024,"[""Tomanic T"",""Stergar J"",""Bozic T"",""Markelc B"",""Kranjc Brezar S"",""Sersa G"",""Milanic M.""]",10.1016/j.heliyon.2024.e39816,39553684,,,,0,True,https://europepmc.org/article/MED/39553684,"[""QF-002""]","[""skin spectral reflectance inverse problem melanin hemoglobin""]",UNSCREENED_NOT_ADMITTED
988,1303,doi:10.1364/josaa.523194,6.0,6.0,0.0,1,"[""skin_reflectance_inverse_models""]",skin_reflectance_inverse_models,"[{""domain"":""skin_reflectance_inverse_models"",""domain_candidate_count"":109,""domain_rank"":99,""domain_score"":6.0}]",Phase-based structured interrogation frequency-domain near-infrared spectroscopy.,2024,"[""Abdalsalam O"",""Howard S"",""O'Sullivan TD.""]",10.1364/josaa.523194,39873575,,,,0,True,https://europepmc.org/article/MED/39873575,"[""QF-002""]","[""inverse model skin reflectance chromophore concentration""]",UNSCREENED_NOT_ADMITTED
989,1303,doi:10.3390/jimaging10070150,6.0,6.0,0.0,1,"[""camera_spectral_sensitivity_and_observation_operators""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":86,""domain_score"":6.0}]",Color Biomimetics in Textile Design: Reproduction of Natural Plant Colors through Instrumental Colorant Formulation.,2024,"[""Cabral I"",""Schuch A"",""Steffens F.""]",10.3390/jimaging10070150,39057721,,,,0,True,https://europepmc.org/article/MED/39057721,"[""QF-005""]","[""camera illuminant spectral observation model skin""]",UNSCREENED_NOT_ADMITTED
990,1303,doi:10.61466/ijcmr3010001,6.0,6.0,0.0,1,"[""physics_informed_clinical_image_analysis""]",physics_informed_clinical_image_analysis,"[{""domain"":""physics_informed_clinical_image_analysis"",""domain_candidate_count"":112,""domain_rank"":76,""domain_score"":6.0}]",Hybrid Image Features Supported Normal/Abnormal Retinal Optical Coherence Tomography Image Classification,2024,"[""Aleksandrs Mārtiņš""]",10.61466/ijcmr3010001,,,International Journal of Clinical Medical Research,journal-article,0,True,https://doi.org/10.61466/ijcmr3010001,"[""QF-014""]","[""skin optical physics clinical image classification""]",UNSCREENED_NOT_ADMITTED
991,1303,doi:10.1016/j.heliyon.2023.e20698,6.0,6.0,0.0,1,"[""capture_variability_white_balance_and_illumination""]",capture_variability_white_balance_and_illumination,"[{""domain"":""capture_variability_white_balance_and_illumination"",""domain_candidate_count"":113,""domain_rank"":81,""domain_score"":6.0}]",On the utility of Colour in shape analysis: An introduction to Colour science via palaeographical case studies.,2023,"[""Atanasiu V"",""Fornaro P.""]",10.1016/j.heliyon.2023.e20698,37867829,,,,0,True,https://europepmc.org/article/MED/37867829,"[""QF-010""]","[""skin image color constancy camera lighting domain shift""]",UNSCREENED_NOT_ADMITTED
992,1303,doi:10.3390/jimaging9100202,6.0,6.0,0.0,1,"[""skin_reflectance_inverse_models""]",skin_reflectance_inverse_models,"[{""domain"":""skin_reflectance_inverse_models"",""domain_candidate_count"":109,""domain_rank"":100,""domain_score"":6.0}]",Noise-Robust Pulse Wave Estimation from Near-Infrared Face Video Images Using the Wiener Estimation Method.,2023,"[""Hino Y"",""Ashida K"",""Ogawa-Ochiai K"",""Tsumura N.""]",10.3390/jimaging9100202,37888309,,,,0,True,https://europepmc.org/article/MED/37888309,"[""QF-002""]","[""skin spectral reflectance inverse problem melanin hemoglobin""]",UNSCREENED_NOT_ADMITTED
993,1303,doi:10.3389/fnins.2022.1024599,6.0,6.0,0.0,1,"[""camera_spectral_sensitivity_and_observation_operators""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":87,""domain_score"":6.0}]",An integrated method for color correction based on color constancy for early mural images in Mogao Grottoes.,2022,"[""Liu Z"",""Liu YX"",""Gao GA"",""Kong Y"",""Wu B"",""Liang JX.""]",10.3389/fnins.2022.1024599,36590304,,,,0,True,https://europepmc.org/article/MED/36590304,"[""QF-005""]","[""camera illuminant spectral observation model skin""]",UNSCREENED_NOT_ADMITTED
994,1303,doi:10.3390/vision6040059,6.0,6.0,0.0,1,"[""camera_metamerism_and_spectral_reconstruction""]",camera_metamerism_and_spectral_reconstruction,"[{""domain"":""camera_metamerism_and_spectral_reconstruction"",""domain_candidate_count"":102,""domain_rank"":88,""domain_score"":6.0}]",The Colours of Octopus: Using Spectral Data to Measure Octopus Camouflage.,2022,"[""Nahmad-Rohen L"",""Qureshi YH"",""Vorobyev M.""]",10.3390/vision6040059,36278671,,,,0,True,https://europepmc.org/article/MED/36278671,"[""QF-006""]","[""metameric skin spectra camera spectral sensitivity""]",UNSCREENED_NOT_ADMITTED
995,1303,doi:10.1017/cbo9780511763120.014,6.0,6.0,0.0,1,"[""physics_informed_clinical_image_analysis""]",physics_informed_clinical_image_analysis,"[{""domain"":""physics_informed_clinical_image_analysis"",""domain_candidate_count"":112,""domain_rank"":77,""domain_score"":6.0}]",Image formation,2010,[],10.1017/cbo9780511763120.014,,,Optical Physics,book-chapter,0,False,https://doi.org/10.1017/cbo9780511763120.014,"[""QF-014""]","[""skin optical physics clinical image classification""]",UNSCREENED_NOT_ADMITTED
996,1303,doi:10.1017/cbo9781139170413.015,6.0,6.0,0.0,1,"[""physics_informed_clinical_image_analysis""]",physics_informed_clinical_image_analysis,"[{""domain"":""physics_informed_clinical_image_analysis"",""domain_candidate_count"":112,""domain_rank"":78,""domain_score"":6.0}]",Image formation,1995,[],10.1017/cbo9781139170413.015,,,Optical Physics,book-chapter,0,False,https://doi.org/10.1017/cbo9781139170413.015,"[""QF-014""]","[""skin optical physics clinical image classification""]",UNSCREENED_NOT_ADMITTED
997,1303,doi:10.1117/1.429890,5.954243,5.954243,0.0,1,"[""camera_spectral_sensitivity_and_observation_operators""]",camera_spectral_sensitivity_and_observation_operators,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":88,""domain_score"":5.954243}]",Band Analysis of Hydrated Human Skin Stratum Corneum Attenuated Total Reflectance Fourier Transform Infrared Spectra In Vivo,1998,"[""Gerald W. Lucassen""]",10.1117/1.429890,,,Journal of Biomedical Optics,journal-article,89,False,https://doi.org/10.1117/1.429890,"[""QF-005""]","[""RGB camera response human skin reflectance spectra""]",UNSCREENED_NOT_ADMITTED
998,1303,doi:10.1016/j.media.2024.103134,5.90309,5.90309,0.0,1,"[""physics_informed_clinical_image_analysis""]",physics_informed_clinical_image_analysis,"[{""domain"":""physics_informed_clinical_image_analysis"",""domain_candidate_count"":112,""domain_rank"":79,""domain_score"":5.90309}]",Optimisation of quantitative brain diffusion-relaxation MRI acquisition protocols with physics-informed machine learning,2024,"[""Álvaro Planchuelo-Gómez"",""Maxime Descoteaux"",""Hugo Larochelle"",""Jana Hutter"",""Derek K. Jones"",""Chantal M.W. Tax""]",10.1016/j.media.2024.103134,,,Medical Image Analysis,journal-article,7,False,https://doi.org/10.1016/j.media.2024.103134,"[""QF-014""]","[""physics informed dermatology image analysis""]",UNSCREENED_NOT_ADMITTED
999,1303,doi:10.1109/icip.2003.1247137,5.880814,5.880814,0.0,1,"[""clinical_external_validation_and_domain_shift""]",clinical_external_validation_and_domain_shift,"[{""domain"":""clinical_external_validation_and_domain_shift"",""domain_candidate_count"":117,""domain_rank"":83,""domain_score"":5.880814}]",Design of Q-shift complex wavelets for image processing using frequency domain energy minimization,,"[""N. Kingsbury""]",10.1109/icip.2003.1247137,,,Proceedings 2003 International Conference on Image Processing (Cat. No.03CH37429),proceedings-article,75,False,https://doi.org/10.1109/icip.2003.1247137,"[""QF-013""]","[""clinical dermatology image domain shift external cohort""]",UNSCREENED_NOT_ADMITTED
1000,1303,doi:10.1007/0-387-22440-8_7,5.880211,5.880211,0.0,1,"[""spectral_reflectance_geometry_and_dimension""]",spectral_reflectance_geometry_and_dimension,"[{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_candidate_count"":115,""domain_rank"":97,""domain_score"":5.880211}]",Principal Component Analysis and Factor Analysis,,[],10.1007/0-387-22440-8_7,,,Springer Series in Statistics Principal Component Analysis,book-chapter,23,False,https://doi.org/10.1007/0-387-22440-8_7,"[""QF-004""]","[""human skin reflectance spectra principal component analysis""]",UNSCREENED_NOT_ADMITTED
1001,1303,doi:10.1016/j.media.2025.103564,5.845098,5.845098,0.0,1,"[""physics_informed_clinical_image_analysis""]",physics_informed_clinical_image_analysis,"[{""domain"":""physics_informed_clinical_image_analysis"",""domain_candidate_count"":112,""domain_rank"":80,""domain_score"":5.845098}]",Bi-variational physics-informed operator network for fractional flow reserve curve assessment from coronary angiography,2025,"[""Baihong Xie"",""Heye Zhang"",""Anbang Wang"",""Xiujian Liu"",""Zhifan Gao""]",10.1016/j.media.2025.103564,,,Medical Image Analysis,journal-article,6,False,https://doi.org/10.1016/j.media.2025.103564,"[""QF-014""]","[""physics informed dermatology image analysis""]",UNSCREENED_NOT_ADMITTED
